bead_length,length,width,depth,reference_width,reference_depth
0.0,83.19540321826935,82.84799754619598,6.72199996188283,0.0,0.0
0.01600000075995922,87.83619850873949,83.61130207777023,92.37340092658998,67.97970086336136,82.27340131998062
0.03200000151991844,97.04379737377167,91.92609786987306,140.2239948511124,85.13490110635757,130.12400269508362
0.04800000041723251,107.4429973959923,102.73300111293793,167.9790019989014,97.11019694805145,157.87899494171143
0.06400000303983688,117.0239970088005,110.34999787807465,186.5759938955307,105.79799860715866,176.47600173950195
0.07999999821186066,124.6749982237816,116.79399758577347,199.98799264431,112.89999634027481,189.88800048828125
0.09600000083446503,132.31900334358215,122.76600301265717,210.11300384998322,119.11600083112718,200.01299679279327
0.1120000034570694,139.4219994544983,127.24199891090394,218.00599992275238,123.94600361585617,207.90599286556244
0.12800000607967377,145.55299282073975,130.89400529861453,224.2940068244934,127.9419958591461,214.19399976730347
0.14399999380111694,151.58100426197052,134.57199931144714,229.38799858093262,131.54199719429016,219.28800642490387
0.1599999964237213,156.88300132751465,137.47000694274902,233.5689961910248,134.75200533866882,223.46900403499603
0.17599999904632568,161.22500598430634,140.36299288272858,237.02199757099152,137.7270072698593,226.9220054149628
0.19200000166893005,165.66500067710876,143.0020034313202,239.887997508049,140.3450071811676,229.78800535202026
0.20800000429153442,170.00700533390045,145.17800509929657,242.26899445056915,142.82700419425964,232.1690022945404
0.2240000069141388,174.48000609874725,147.33700454235077,244.24900114536288,144.99500393867493,234.1489940881729
0.23999999463558197,178.42499911785126,149.39899742603302,245.87599933147428,146.99000120162964,235.77600717544556
0.25600001215934753,181.83399736881256,151.19099617004395,247.20400571823123,148.73500168323517,237.10399866104126
0.2720000147819519,184.8430037498474,152.7480036020279,248.26599657535556,150.24399757385254,238.1660044193268
0.2879999876022339,187.58699297904968,154.11299467086792,249.09499287605286,151.57899260520935,238.9950007200241
0.30399999022483826,190.07299840450287,155.3560048341751,249.71899390220642,152.7930051088333,239.6190017461777
0.3199999928474426,192.49300658702853,156.4909964799881,250.15199184417727,153.8960039615631,240.0519996881485
0.335999995470047,194.3839937448502,157.49399363994598,250.41601061820987,154.86100316047668,240.3160035610199
0.35199999809265137,196.67699933052063,158.3629995584488,250.52699446678164,155.7070016860962,240.42700231075287
0.36800000071525574,198.40499758720398,159.14499759674072,250.49799680709836,156.46900236606598,240.39800465106964
0.3840000033378601,199.55100119113922,159.8609983921051,251.62801146507266,157.16199576854706,241.5280044078827
0.40000000596046453,201.05600357055664,160.4910045862198,252.66200304031372,157.79200196266174,242.56199598312378
0.41600000858306885,203.1950056552887,160.9320044517517,253.55100631713867,158.30999612808228,243.45099925994876
0.4320000112056732,205.5169939994812,161.41100227832794,254.29001450538638,158.8059961795807,244.19000744819644
0.4480000138282776,207.02700316905975,161.8800014257431,254.89300489425662,159.2629998922348,244.79299783706662
0.4639999866485596,208.296999335289,162.27500140666962,255.36501407623294,159.70499813556674,245.265007019043
0.47999998927116394,209.3230038881302,162.68999874591827,255.71700930595398,160.10600328445437,245.61700224876407
0.4959999918937683,210.21899580955505,163.07799518108368,255.95000386238098,160.49399971961975,245.84999680519104
0.5120000243186951,211.02799475193024,163.38500380516052,256.06900453567505,160.83000600337982,245.9689974784851
0.527999997138977,211.7529958486557,163.63899409770966,256.07800483703613,161.14799678325653,245.9779977798462
0.5440000295639038,212.39300072193146,163.9389991760254,255.98499178886416,161.44700348377228,245.88499963283542
0.5600000023841858,212.68099546432495,164.17700052261353,255.79398870468142,161.763995885849,245.69399654865262
0.5759999752044678,213.34700286388397,164.4359976053238,255.5089890956879,162.0209962129593,245.4089969396591
0.5920000076293946,213.4380042552948,164.67900574207306,255.13699650764468,162.2609943151474,245.03700435161588
0.6079999804496765,213.63000571727753,164.89100456237796,254.6780109405518,162.46899962425232,244.5780038833618
0.6240000128746033,214.04500305652618,165.0519967079163,254.98899817466736,162.6330018043518,244.88900601863864
0.6399999856948853,214.6099954843521,165.19500315189362,255.69701194763184,162.772998213768,245.5970048904419
0.656000018119812,216.06899797916412,165.2979999780655,256.2899887561798,162.8749966621399,246.18999660015103
0.671999990940094,216.8630063533783,165.38600623607635,256.77698850631714,162.94899582862854,246.6769963502884
0.6880000233650208,217.37399697303772,165.4449999332428,257.14901089668274,163.00199925899506,247.0490038394928
0.7039999961853027,217.66799688339236,165.46499729156494,257.42000341415405,163.0209982395172,247.31999635696414
0.7200000286102295,217.86099672317505,165.45799374580383,257.5869858264923,163.01299631595612,247.48699367046356
0.7360000014305115,218.06199848651886,165.42799770832062,257.65499472618103,163.01000118255618,247.5550025701523
0.7519999742507935,218.26699376106262,165.49600660800934,257.625013589859,163.06200623512268,247.52500653266907
0.7680000066757202,218.44899654388428,165.65999388694763,257.50499963760376,163.223996758461,247.40499258041382
0.7839999794960022,218.39900314807892,165.82000255584717,257.29501247406006,163.38300704956055,247.1950054168701
0.8000000119209291,218.63900125026703,165.9650057554245,256.9969892501831,163.5269969701767,246.89699709415433
0.8159999847412109,218.65500509738922,166.09799861907962,256.6179931163788,163.6579930782318,246.51800096035007
0.8320000171661377,218.24300289154053,166.20199382305145,256.15400075912476,163.76100480556488,246.0539937019348
0.8479999899864197,218.19600462913513,166.2749946117401,255.6149959564209,163.83600234985352,245.51500380039215
0.8640000224113464,218.24100613594055,166.34400188922885,255.75101375579834,163.90399634838104,245.6510066986084
0.8799999952316284,218.51100027561188,166.3990020751953,256.397008895874,163.9450043439865,246.29700183868408
0.8960000276565552,219.64900195598602,166.43500328063968,256.9360136985779,163.97300362586975,246.83600664138797
0.9120000004768372,220.15799582004547,166.43500328063968,257.36701488494873,163.96799683570862,247.2669929265976
0.9279999732971193,220.40599584579468,166.3929969072342,257.6940059661865,163.92800211906433,247.59399890899658
0.9440000057220459,220.44800221920013,166.33500158786774,257.91800022125244,163.8689935207367,247.8179931640625
0.9599999785423279,220.41299939155581,166.25399887561798,258.04701447486883,163.81600499153137,247.94700741767883
0.9760000109672546,220.3579992055893,166.15399718284607,258.08098912239075,163.71899843215945,247.98099696636203
0.9919999837875366,220.2800065279007,166.0819947719574,258.0200135707855,163.63699734210968,247.9200065135956
