Wavelengths,Transmission
642.5070845,4.313783744
642.9571595,4.041211453
643.4072345,3.778565875
643.8573096,3.531530953
644.3073846,3.404946013
644.7574596,3.280272524
645.2075346,3.15846318
645.6576096,3.03948782
646.1076846,2.92224043
646.5577596,2.762746027
647.0078346,2.555834735
647.4579097,2.359778383
647.9079847,2.175214395
648.3580597,1.998866703
648.8081347,1.835542461
649.2582097,1.702402475
649.7082847,1.605502543
650.1583597,1.516993159
650.6084347,1.432638297
651.0585098,1.351306498
651.5085848,1.272943738
651.9586598,1.197496386
652.4087348,1.128230931
652.8588098,1.044256559
653.3088848,0.964465613
653.7589598,0.906038702
654.2090348,0.85901396
654.6591099,0.813710556
655.1091849,0.769275175
655.5592599,0.72584984
656.0093349,0.686533641
656.4594099,0.648021695
656.9094849,0.610058185
657.3595599,0.572696264
657.8096349,0.535989641
658.25971,0.49986409
658.709785,0.46493144
659.15986,0.4342016
659.609935,0.40370558
660.06001,0.373502593
660.510085,0.343502975
660.96016,0.312692193
661.410235,0.281750253
661.8603101,0.252106921
662.3103851,0.223691234
662.7604601,0.196664477
663.2105351,0.192493647
663.6606101,0.217088708
664.1106851,0.243131269
664.5607601,0.270640207
665.0108351,0.299766256
665.4609102,0.330530235
665.9109852,0.36295296
666.3610602,0.396781478
666.8111352,0.430336412
667.2612102,0.464869404
667.7112852,0.500701788
668.1613602,0.537621802
668.6114352,0.575405028
669.0615103,0.614390205
669.5115853,0.654569485
669.9616603,0.681912548
670.4117353,0.705937136
670.8618103,0.736000194
671.3118853,0.769466871
671.7619603,0.790280242
672.2120353,0.810506903
672.6621104,0.830015603
673.1121854,0.849429271
673.5622604,0.868737084
674.0123354,0.887953601
674.4624104,0.907959691
674.9124854,0.927873415
675.3625604,0.947546109
675.8126354,0.965386561
676.2627105,0.985363553
676.7127855,1.006922882
677.1628605,1.03376462
677.6129355,1.064770359
678.0630105,1.096602592
678.5130855,1.131237588
678.9631605,1.166490763
679.4132355,1.209195107
679.8633106,1.219988407
680.3133856,1.22833556
680.7634606,1.236973557
681.2135356,1.245621649
681.6636106,1.254279703
682.1136856,1.263018161
682.5637606,1.277756523
683.0138356,1.292512431
683.4639107,1.307285657
683.9139857,1.322075978
684.3640607,1.334857232
684.8141357,1.345836036
685.2642107,1.35681062
685.7142857,1.367780849
686.1643607,1.378267703
686.6144357,1.384365051
687.0645108,1.38961534
687.5145858,1.394851259
687.9646608,1.400072777
688.4147358,1.404034045
688.8648108,1.407509731
689.3148858,1.401771822
689.7649608,1.396047563
690.2150358,1.38965557
690.6651109,1.375591583
691.1151859,1.35631576
691.5652609,1.337220945
692.0153359,1.318251567
692.4654109,1.297936215
692.9154859,1.272856476
693.3655609,1.271480912
693.8156359,1.296264421
694.265711,1.319683738
694.715786,1.342053358
695.165861,1.364232343
695.615936,1.386211408
696.066011,1.405721844
696.516086,1.422044466
696.966161,1.437958209
697.416236,1.453455374
697.8663111,1.468526846
698.3163861,1.481037405
698.7664611,1.492148804
699.2165361,1.502743446
699.6666111,1.512817167
700.1166861,1.530134455
700.5667611,1.553499775
